観測所番号,都道府県,地点,国際地点番号,現在時刻(年),現在時刻(月),現在時刻(日),現在時刻(時),現在時刻(分),現在値(mm),現在値の品質情報,今日の最大値(mm),今日の最大値の品質情報,今日の最大値起時（時）(まで),今日の最大値起時（分）(まで),今日の最大値起時(まで)の品質情報,極値更新,10年未満での極値更新,昨日までの観測史上1位の値(mm),昨日までの観測史上1位の値の品質情報,昨日までの観測史上1位の値の年,昨日までの観測史上1位の値の月,昨日までの観測史上1位の値の日,昨日までの8月の1位の値(mm),昨日までの8月の1位の値の品質情報,昨日までの8月の1位の値の年,昨日までの8月の1位の値の月,昨日までの8月の1位の値の日,統計開始年
11001,北海道 宗谷地方,宗谷岬（ソウヤミサキ）,,2020,08,28,23,30,1.0,8,2.0,5,22,07,5,,,45,8,1996,08,18,45,8,1996,08,18,1978
11016,北海道 宗谷地方,稚内（ワッカナイ）,47401,2020,08,28,23,30,3.0,8,3.0,5,23,30,5,,,64.0,8,1938,09,01,40.0,8,1985,08,17,1938
11046,北海道 宗谷地方,礼文（レブン）,,2020,08,28,23,30,0.5,8,1.0,5,22,46,5,,,50.5,8,2020,08,07,50.5,8,2020,08,07,2003
11061,北海道 宗谷地方,声問（コエトイ）,,2020,08,28,23,30,1.0,8,1.0,5,23,30,5,,,46.0,8,2010,09,20,27,8,2003,08,08,2003
11076,北海道 宗谷地方,浜鬼志別（ハマオニシベツ）,,2020,08,28,23,30,1.0,8,1.5,5,23,29,5,,,50.0,8,2013,08,24,50.0,8,2013,08,24,1978
11091,北海道 宗谷地方,本泊（モトドマリ）,,2020,08,28,23,30,0.0,8,1.0,5,22,58,5,,,49.5,8,2014,08,11,49.5,8,2014,08,11,2003
11121,北海道 宗谷地方,沼川（ヌマカワ）,,2020,08,28,23,30,0.5,8,1.5,5,22,58,5,,,38.0,8,2012,07,31,35,8,1999,08,27,1977
11151,北海道 宗谷地方,沓形（クツガタ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,44,8,2006,10,19,32.0,8,2019,08,31,1976
11176,北海道 宗谷地方,豊富（トヨトミ）,,2020,08,28,23,30,0.0,8,2.0,5,22,14,5,,,47.5,8,2019,07,27,44.0,8,2012,08,23,1976
11206,北海道 宗谷地方,浜頓別（ハマトンベツ）,,2020,08,28,23,30,6.0,8,6.0,5,23,30,5,,,44,8,1999,08,22,44,8,1999,08,22,1976
11276,北海道 宗谷地方,中頓別（ナカトンベツ）,,2020,08,28,23,30,0.5,8,0.5,5,23,30,5,,,42,8,1999,08,22,42,8,1999,08,22,1976
11291,北海道 宗谷地方,北見枝幸（キタミエサシ）,47402,2020,08,28,23,30,0.0,8,0.0,5,,,,,,42.5,8,2010,09,06,40.5,8,2013,08,07,1942
11316,北海道 宗谷地方,歌登（ウタノボリ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,43,8,2000,10,08,41.0,8,2017,08,24,1976
13011,北海道 宗谷地方,幌延（ホロノベ）,,2020,08,28,23,30,6.5,8,6.5,5,23,30,5,,,40,8,2006,09,29,32.5,8,2014,08,24,2006
12011,北海道 上川地方,中川（ナカガワ）,,2020,08,28,23,30,0.0,8,3.0,5,22,37,5,,,47.5,8,2015,08,14,47.5,8,2015,08,14,1977
12041,北海道 上川地方,音威子府（オトイネップ）,,2020,08,28,23,30,2.0,8,2.0,5,23,30,5,,,56.5,8,2019,07,19,52.5,8,2010,08,13,1978
12066,北海道 上川地方,小車（オグルマ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,42.5,8,2009,07,24,38.5,8,2020,08,06,2006
12141,北海道 上川地方,美深（ビフカ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,46,8,2006,07,18,33.0,8,2016,08,17,1976
12181,北海道 上川地方,名寄（ナヨロ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,52.0,8,2017,07,10,43,8,1994,08,14,1976
12217,北海道 上川地方,西風連（ニシフウレン）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,43.0,8,2011,09,02,34.0,8,2014,08,05,2006
12231,北海道 上川地方,下川（シモカワ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,43.5,8,2012,07,05,42.0,8,2014,08,05,1976
12256,北海道 上川地方,剣淵（ケンブチ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,53.0,8,2016,07,31,42.0,8,2016,08,01,2006
12261,北海道 上川地方,士別（シベツ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,72.0,8,2015,08,14,72.0,8,2015,08,14,1976
12266,北海道 上川地方,朝日（アサヒ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,53.5,8,2012,07,31,40,8,1976,08,09,1976
12301,北海道 上川地方,和寒（ワッサム）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,45,8,1984,07,16,36.0,8,2012,08,26,1977
12386,北海道 上川地方,江丹別（エタンベツ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,42.5,8,2012,08,01,42.5,8,2012,08,01,1977
12396,北海道 上川地方,比布（ピップ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,63,8,2006,08,13,63,8,2006,08,13,1976
12411,北海道 上川地方,上川（カミカワ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,47.0,8,2017,07,16,39,8,2006,08,18,1976
12442,北海道 上川地方,旭川（アサヒカワ）,47407,2020,08,28,23,30,0.0,8,0.0,5,,,,,,57.3,8,1912,08,14,57.3,8,1912,08,14,1908
12451,北海道 上川地方,東川（ヒガシカワ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,47,8,2006,07,29,45,8,2006,08,18,1977
12457,北海道 上川地方,瑞穂（ミズホ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,55,8,2007,07,03,50.0,8,2015,08,12,1984
12471,北海道 上川地方,層雲峡（ソウウンキョウ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,51.5,8,2010,09,06,37,8,1994,08,11,1976
12501,北海道 上川地方,東神楽（ヒガシカグラ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,53,8,2006,08,18,53,8,2006,08,18,2003
12512,北海道 上川地方,志比内（シビナイ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,47.5,8,2014,07,13,46.0,8,2016,08,20,1993
12551,北海道 上川地方,美瑛（ビエイ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,59.0,8,2017,08,01,59.0,8,2017,08,01,1976
12596,北海道 上川地方,上富良野（カミフラノ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,44,8,2006,08,18,44,8,2006,08,18,1977
12607,北海道 上川地方,白金（シロガネ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,75.5,8,2016,07,31,50.5,8,2016,08,23,1984
12626,北海道 上川地方,富良野（フラノ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,50,8,2006,08,18,50,8,2006,08,18,1976
12632,北海道 上川地方,麓郷（ロクゴウ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,50,8,2006,07,16,44,8,2006,08,18,1978
12686,北海道 上川地方,金山（カナヤマ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,50.0,8,2016,08,01,50.0,8,2016,08,01,2006
12691,北海道 上川地方,幾寅（イクトラ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,49,8,1994,08,13,49,8,1994,08,13,1977
12746,北海道 上川地方,占冠（シムカップ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,44,8,1978,08,07,44,8,1978,08,07,1977
15041,北海道 上川地方,朱鞠内（シュマリナイ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,61,8,1999,07,28,40,8,2003,08,08,1978
15076,北海道 上川地方,幌加内（ホロカナイ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,56,8,2006,07,17,39,8,1988,08,25,1976
13061,北海道 留萌地方,天塩（テシオ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,72.0,8,2013,08,11,72.0,8,2013,08,11,1976
13086,北海道 留萌地方,遠別（エンベツ）,,2020,08,28,23,30,0.0,8,0.5,5,22,57,5,,,57.0,8,2013,08,20,57.0,8,2013,08,20,1976
13121,北海道 留萌地方,初山別（ショサンベツ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,69.0,8,2010,08,14,69.0,8,2010,08,14,1977
13146,北海道 留萌地方,焼尻（ヤギシリ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,64.0,8,2010,08,14,64.0,8,2010,08,14,1977
13181,北海道 留萌地方,羽幌（ハボロ）,47404,2020,08,28,23,30,0.0,8,0.0,5,,,,,,54.0,8,1999,07,28,49.0,8,2010,08,14,1929
13206,北海道 留萌地方,古丹別（コタンベツ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,60,8,1999,07,16,36,8,1992,08,31,1976
13261,北海道 留萌地方,達布（タップ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,49,8,1994,08,12,49,8,1994,08,12,1977
13277,北海道 留萌地方,留萌（ルモイ）,47406,2020,08,28,23,30,0.0,8,0.0,5,,,,,,57.5,8,1988,08,25,57.5,8,1988,08,25,1943
13311,北海道 留萌地方,増毛（マシケ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,63.0,8,2012,08,26,63.0,8,2012,08,26,1976
13321,北海道 留萌地方,幌糠（ホロヌカ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,63,8,1988,08,25,63,8,1988,08,25,1977
14026,北海道 石狩地方,浜益（ハママス）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,51.5,8,2011,09,02,49.0,8,2012,08,20,1977
14071,北海道 石狩地方,厚田（アツタ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,53.5,8,2010,08,24,53.5,8,2010,08,24,1977
14101,北海道 石狩地方,新篠津（シンシノツ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,53,8,1988,08,26,53,8,1988,08,26,1976
14116,北海道 石狩地方,山口（ヤマグチ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,45.0,8,2016,08,20,45.0,8,2016,08,20,1976
14121,北海道 石狩地方,石狩（イシカリ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,40.0,8,2017,09,23,35.5,8,2010,08,24,1990
14136,北海道 石狩地方,江別（エベツ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,40.0,8,2016,08,16,40.0,8,2016,08,16,2000
14157,北海道 石狩地方,手稲山（テイネヤマ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,42.0,8,2016,08,20,42.0,8,2016,08,20,2010
14163,北海道 石狩地方,札幌（サッポロ）,47412,2020,08,28,23,30,0.0,8,0.0,5,,,,,,50.2,8,1913,08,28,50.2,8,1913,08,28,1889
14191,北海道 石狩地方,小金湯（コガネユ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,46,8,1994,08,12,46,8,1994,08,12,1976
14206,北海道 石狩地方,恵庭島松（エニワシママツ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,65,8,1994,09,08,54.5,8,2013,08,27,1976
14286,北海道 石狩地方,支笏湖畔（シコツコハン）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,70.0,8,2014,09,11,52,8,1988,08,12,1976
14296,北海道 石狩地方,千歳（チトセ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,92.0,8,2014,09,11,32,8,2005,08,21,2003
15116,北海道 空知地方,石狩沼田（イシカリヌマタ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,52,8,1988,08,26,52,8,1988,08,26,1976
15161,北海道 空知地方,深川（フカガワ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,47,8,1990,09,03,37.0,8,2013,08,19,1976
15197,北海道 空知地方,雨竜（ウリュウ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,44.5,8,2013,08,25,44.5,8,2013,08,25,2006
15216,北海道 空知地方,新城（シンジョウ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,48.5,8,2016,08,20,48.5,8,2016,08,20,1984
15231,北海道 空知地方,空知吉野（ソラチヨシノ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,53,8,1990,09,03,51.5,8,2015,08,14,1978
15241,北海道 空知地方,滝川（タキカワ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,54.0,8,2010,08,24,54.0,8,2010,08,24,1976
15247,北海道 空知地方,赤平（アカビラ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,63,8,2006,08,17,63,8,2006,08,17,2006
15251,北海道 空知地方,芦別（アシベツ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,51,8,2006,08,18,51,8,2006,08,18,1976
15276,北海道 空知地方,浦臼（ウラウス）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,40.5,8,2011,08,14,40.5,8,2011,08,14,1983
15311,北海道 空知地方,月形（ツキガタ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,53,8,1981,10,14,41,8,1994,08,15,1976
15321,北海道 空知地方,美唄（ビバイ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,70,8,2004,08,21,70,8,2004,08,21,1976
15356,北海道 空知地方,岩見沢（イワミザワ）,47413,2020,08,28,23,30,0.0,8,0.0,5,,,,,,94.5,8,2019,08,31,94.5,8,2019,08,31,1948
15391,北海道 空知地方,栗沢（クリサワ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,53.0,8,2012,09,12,48.5,8,2016,08,09,1976
15431,北海道 空知地方,長沼（ナガヌマ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,43,8,1991,08,21,43,8,1991,08,21,1976
15442,北海道 空知地方,夕張（ユウバリ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,48,8,1980,07,12,46,8,1994,08,31,1976
15451,北海道 空知地方,鹿島（カシマ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,46.0,8,2011,09,02,37.0,8,2008,08,29,1983
15491,北海道 空知地方,沼の沢（ヌマノサワ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,45,8,2000,07,25,43,4,1988,08,26,1983
16026,北海道 後志地方,美国（ビクニ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,56.5,8,2012,09,16,43.0,8,2010,08,08,1976
16061,北海道 後志地方,神恵内（カモエナイ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,67.5,8,2013,08,24,67.5,8,2013,08,24,1977
16076,北海道 後志地方,余市（ヨイチ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,41.5,8,2010,08,07,41.5,8,2010,08,07,1976
16091,北海道 後志地方,小樽（オタル）,47411,2020,08,28,23,30,0.0,8,0.0,5,,,,,,50.5,8,2017,07,16,39.0,8,1955,08,18,1943
16126,北海道 後志地方,赤井川（アカイガワ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,48,8,1994,08,12,48,8,1994,08,12,1976
16156,北海道 後志地方,共和（キョウワ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,56,8,1976,08,12,56,8,1976,08,12,1976
16206,北海道 後志地方,蘭越（ランコシ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,64.5,8,2013,08,27,64.5,8,2013,08,27,1976
16217,北海道 後志地方,倶知安（クッチャン）,47433,2020,08,28,23,30,0.0,8,0.0,5,,,,,,47.5,8,2010,08,24,47.5,8,2010,08,24,1944
16252,北海道 後志地方,寿都（スッツ）,47421,2020,08,28,23,30,0.0,8,0.0,5,,,,,,57.5,8,1990,07,25,49.0,8,1973,08,10,1938
16272,北海道 後志地方,ニセコ（ニセコ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,34.0,8,2012,08,20,34.0,8,2012,08,20,2010
16281,北海道 後志地方,真狩（マッカリ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,40,8,1978,07,25,31.0,8,2011,08,14,1976
16286,北海道 後志地方,喜茂別（キモベツ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,41.5,8,2011,08,14,41.5,8,2011,08,14,1976
16321,北海道 後志地方,黒松内（クロマツナイ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,45,8,1985,09,07,43,8,1986,08,12,1976
17036,北海道 網走・北見・紋別地方,雄武（オウム）,47405,2020,08,28,23,30,0.0,8,0.0,5,,,,,,48.7,8,1953,08,14,48.7,8,1953,08,14,1942
17076,北海道 網走・北見・紋別地方,興部（オコッペ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,44.0,8,2010,08,12,44.0,8,2010,08,12,1976
17091,北海道 網走・北見・紋別地方,西興部（ニシオコッペ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,44.0,8,2017,07,16,40.5,8,2020,08,05,1976
17112,北海道 網走・北見・紋別地方,紋別（モンベツ）,47435,2020,08,28,23,30,0.0,8,0.0,5,,,,,,39.5,8,2020,08,05,39.5,8,2020,08,05,1956
17116,北海道 網走・北見・紋別地方,紋別小向（モンベツコムカイ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,53.0,8,2013,08,27,53.0,8,2013,08,27,2003
17166,北海道 網走・北見・紋別地方,湧別（ユウベツ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,34.0,8,2013,08,27,34.0,8,2013,08,27,1976
17196,北海道 網走・北見・紋別地方,滝上（タキノウエ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,32.5,8,2014,06,10,26.5,8,2011,08,07,1976
17211,北海道 網走・北見・紋別地方,上藻別（カミモベツ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,38.5,8,2013,08,27,38.5,8,2013,08,27,1976
17246,北海道 網走・北見・紋別地方,常呂（トコロ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,52,8,1978,07,11,34.0,8,2008,08,30,1976
17306,北海道 網走・北見・紋別地方,遠軽（エンガル）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,56.0,8,2013,08,20,56.0,8,2013,08,20,1976
17316,北海道 網走・北見・紋別地方,佐呂間（サロマ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,40.5,8,2017,07,16,37,8,1984,08,03,1976
17341,北海道 網走・北見・紋別地方,網走（アバシリ）,47409,2020,08,28,23,30,0.0,8,0.0,5,,,,,,38.5,8,2009,09,16,38.0,8,2012,08,26,1919
17351,北海道 網走・北見・紋別地方,宇登呂（ウトロ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,58,8,1981,08,06,58,8,1981,08,06,1976
17386,北海道 網走・北見・紋別地方,丸瀬布（マルセップ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,49,8,1998,07,25,37.5,8,2013,08,08,1984
17482,北海道 網走・北見・紋別地方,白滝（シラタキ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,42,8,2006,08,10,42,8,2006,08,10,1993
17501,北海道 網走・北見・紋別地方,生田原（イクタハラ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,46,8,1994,08,18,46,8,1994,08,18,1976
17512,北海道 網走・北見・紋別地方,仁頃山（ニコロヤマ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,42,8,2006,07,17,37.5,8,2016,08,03,2006
17521,北海道 網走・北見・紋別地方,北見（キタミ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,65,8,1988,08,06,65,8,1988,08,06,1976
17531,北海道 網走・北見・紋別地方,女満別（メマンベツ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,38.5,8,2011,06,10,31.5,8,2011,08,26,2003
17541,北海道 網走・北見・紋別地方,東藻琴（ヒガシモコト）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,57.0,8,2011,08,26,57.0,8,2011,08,26,1978
17546,北海道 網走・北見・紋別地方,小清水（コシミズ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,42.0,8,2009,07,27,34.0,8,2016,08,01,1976
17561,北海道 網走・北見・紋別地方,斜里（シャリ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,39.0,8,2011,08,15,39.0,8,2011,08,15,1976
17596,北海道 網走・北見・紋別地方,留辺蘂（ルベシベ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,48,8,1997,07,14,40,8,2007,08,07,1976
17607,北海道 網走・北見・紋別地方,境野（サカイノ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,46.0,8,2017,07,16,30.5,8,2016,08,20,1977
17631,北海道 網走・北見・紋別地方,美幌（ビホロ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,42,8,1984,08,08,42,8,1984,08,08,1976
17642,北海道 網走・北見・紋別地方,山園（ヤマゾノ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,40.5,8,2010,07,18,27.5,8,2014,08,11,2010
17686,北海道 網走・北見・紋別地方,置戸常元（オケトツネモト）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,38.0,8,2008,08,15,38.0,8,2008,08,15,2006
17717,北海道 網走・北見・紋別地方,津別（ツベツ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,54,8,2006,07,17,35.5,8,2013,08,20,1988
17776,北海道 網走・北見・紋別地方,津別二又（ツベツフタマタ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,52.5,8,2015,09,02,36.0,8,2019,08,01,2006
18038,北海道 根室地方,羅臼（ラウス）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,43.0,8,2010,12,03,41.0,8,2016,08,01,2005
18091,北海道 根室地方,糸櫛別（イトクシベツ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,46,8,1987,10,18,40.5,8,2014,08,11,1978
18136,北海道 根室地方,標津（シベツ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,50.5,8,2015,08,10,50.5,8,2015,08,10,1976
18161,北海道 根室地方,上標津（カミシベツ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,46.5,8,2015,08,10,46.5,8,2015,08,10,2003
18171,北海道 根室地方,中標津（ナカシベツ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,48.5,8,2015,08,10,48.5,8,2015,08,10,1976
18174,北海道 根室地方,根室中標津（ネムロナカシベツ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,45.5,8,2015,08,10,45.5,8,2015,08,10,2003
18256,北海道 根室地方,別海（ベツカイ）,,2020,08,28,23,30,0.0,8,0.0,4,,,,,,74.0,8,2015,08,10,74.0,8,2015,08,10,1976
18273,北海道 根室地方,根室（ネムロ）,47420,2020,08,28,23,30,0.0,8,0.0,5,,,,,,53.5,8,2015,08,10,53.5,8,2015,08,10,1889
18281,北海道 根室地方,納沙布（ノサップ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,42.5,8,2016,08,17,42.5,8,2016,08,17,1976
18311,北海道 根室地方,厚床（アットコ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,48.0,8,2015,08,11,48.0,8,2015,08,11,1977
19021,北海道 釧路地方,川湯（カワユ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,58.0,8,2019,08,24,58.0,8,2019,08,24,1976
19051,北海道 釧路地方,弟子屈（テシカガ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,59,8,2000,07,16,56,8,1990,08,07,1977
19076,北海道 釧路地方,阿寒湖畔（アカンコハン）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,51.0,8,2011,06,11,50.0,8,2013,08,21,1976
19151,北海道 釧路地方,標茶（シベチャ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,48.0,8,2015,08,10,48.0,8,2015,08,10,1976
19191,北海道 釧路地方,鶴居（ツルイ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,46,8,2006,08,04,46,8,2006,08,04,1977
19261,北海道 釧路地方,中徹別（ナカテシベツ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,50.5,8,2011,08,15,50.5,8,2011,08,15,1976
19281,北海道 釧路地方,塘路（トウロ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,46.5,8,2013,09,16,31,8,1994,08,13,1983
19301,北海道 釧路地方,茶内原野（チャナイゲンヤ）,,2020,08,28,23,30,0.0,8,0.5,5,07,42,5,,,58,8,2006,06,18,47.0,8,2010,08,12,1984
19311,北海道 釧路地方,榊町（サカキマチ）,,2020,08,28,23,30,0.0,8,0.5,5,08,45,5,,,40.5,8,2008,09,12,40.0,8,2016,08,17,1977
19346,北海道 釧路地方,阿寒（アカン）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,39,8,2005,09,07,32.0,8,2014,08,11,1976
19347,北海道 釧路地方,鶴丘（ツルオカ）,,2020,08,28,23,30,0.0,8,0.5,5,07,12,5,,,43.0,8,2013,09,16,38.5,8,2014,08,11,2003
19376,北海道 釧路地方,太田（オオタ）,,2020,08,28,23,30,0.0,8,1.0,5,05,16,5,,,63.0,8,2013,09,16,53.0,8,2010,08,12,1977
19406,北海道 釧路地方,二俣（フタマタ）,,2020,08,28,23,30,0.0,8,0.5,5,07,02,5,,,49,8,1997,09,27,36.0,8,2014,08,11,1976
19416,北海道 釧路地方,白糠（シラヌカ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,45,8,1980,09,05,41.0,8,2015,08,11,1976
19432,北海道 釧路地方,釧路（クシロ）,47418,2020,08,28,23,30,0.0,8,1.0,5,05,42,5,,,55.9,8,1947,08,26,55.9,8,1947,08,26,1937
19451,北海道 釧路地方,知方学（チッポマナイ）,,2020,08,28,23,30,0.0,8,1.5,5,03,52,5,,,49.5,8,2016,09,09,43.5,8,2015,08,11,1978
20047,北海道 十勝地方,三股（ミツマタ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,69.5,8,2015,07,23,37.0,8,2013,08,07,2006
20071,北海道 十勝地方,小利別（ショウトシベツ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,52.5,8,2017,07,16,51.5,8,2015,08,11,1983
20146,北海道 十勝地方,陸別（リクベツ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,49,8,1999,08,07,49,8,1999,08,07,1976
20186,北海道 十勝地方,ぬかびら源泉郷（ヌカビラゲンセンキョウ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,58.0,8,2015,06,15,47.5,8,2016,08,17,1976
20202,北海道 十勝地方,柏倉（カシワクラ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,43,8,2005,06,22,34,8,2003,08,10,1983
20222,北海道 十勝地方,上螺湾（カミラワン）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,39,8,1998,07,10,34.0,8,2011,08,07,1983
20266,北海道 十勝地方,上士幌（カミシホロ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,46.0,8,2016,08,02,46.0,8,2016,08,02,1976
20276,北海道 十勝地方,足寄（アショロ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,64.5,8,2013,08,08,64.5,8,2013,08,08,1976
20331,北海道 十勝地方,押帯（オショップ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,38,8,2003,08,10,38,8,2003,08,10,1983
20341,北海道 十勝地方,本別（ホンベツ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,42.5,8,2015,08,11,42.5,8,2015,08,11,1976
20356,北海道 十勝地方,新得（シントク）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,35.5,8,2012,08,10,35.5,8,2012,08,10,1976
20361,北海道 十勝地方,鹿追（シカオイ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,36,8,1982,07,21,34.5,8,2016,08,20,1976
20371,北海道 十勝地方,駒場（コマバ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,53.0,8,2012,08,06,53.0,8,2012,08,06,1977
